transaction_status,dollarsobligated,maj_fund_agency_cat,contractingofficeid,fundingrequestingofficeid,fundedbyforeignentity,signeddate,effectivedate,currentcompletiondate,ultimatecompletiondate,lastdatetoorder,descriptionofcontractrequirement,vendorname,vendoralternatename,streetaddress,streetaddress2,streetaddress3,city,state,zipcode,vendorcountrycode,vendor_state_code,congressionaldistrict,dunsnumber,parentdunsnumber,phoneno,faxno,registrationdate,renewaldate,mod_parent,statecode,placeofperformancecity,pop_state_code,placeofperformancecountrycode,placeofperformancezipcode,pop_cd,placeofperformancecongressionaldistrict,productorservicecode,fiscal_year,extentcompeted,reasonnotcompeted,numberofoffersreceived,solicitationprocedures,typeofsetaside,localareasetaside,numberofemployees,annualrevenue,issbacertifiedsmalldisadvantagedbusiness,educationalinstitutionflag,womenownedflag,veteranownedflag,minorityownedbusinessflag,tribalgovernmentflag,ishispanicservicinginstitution,iswomenownedsmallbusiness,isecondisadvwomenownedsmallbusiness,isjointventurewomenownedsmallbusiness,isjointventureecondisadvwomenownedsmallbusiness,walshhealyact,servicecontractact,davisbaconact,clingercohenact,last_modified_date
Active,0,6800: ENVIRONMENTAL PROTECTION AGENCY,R8CO00: REGION 8 CONTRACTING OFFICE,REG 8: REGION 8 (FUNDING OFFICE),,1/12/2015,1/12/2015,3/31/2015,3/31/2015,,IGF::OT::IGF,HACH COMPANY,ELE INTERNATIONAL,5600 LINDBERGH DR,,,LOVELAND,CO,805388842,UNITED STATES,CO,2,5286679,24744476,9706693050,9706692932,08/03/2001,05/23/2015,DANAHER CORPORATION,CO: COLORADO,GOLDEN,CO: COLORADO,USA: UNITED STATES,804031790,CO07,CO07,6640: LABORATORY EQUIPMENT AND SUPPLIES,2015,F: COMPETED UNDER SAP,,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,40000,1000000000,N,N,N,N,N,N,N,N,N,N,N,N: No,N,N,N,1/12/2015
Active,4900.22,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00261P: 261P-NETWORK CONTRACT OFFICE 21,00261P: 261P-NETWORK CONTRACT OFFICE 21,,1/15/2015,1/15/2015,3/31/2015,3/31/2015,,SURGICAL IMPLANTS,BUFFALO SUPPLY INC,,1650 COAL CREEK DR STE A,,,LAFAYETTE,CO,800268867,UNITED STATES,CO,2,109070714,109070714,3036666333,3036668518,04/09/2002,04/22/2011,BUFFALO SUPPLY INC,CO: COLORADO,LAFAYETTE,CO: COLORADO,USA: UNITED STATES,800268867,CO02,CO02,"6515: MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",2015,A: FULL AND OPEN COMPETITION,,1,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,15,65000000,N,N,Y,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/15/2015
Active,0,4700: GENERAL SERVICES ADMINISTRATION,"WR000: LOS ANGELES SERVICE CENTER, WEST LOS ANGELES FIELD OFFICE","WR000: LOS ANGELES SERVICE CENTER, WEST LOS ANGELES FIELD OFFICE",,1/15/2015,1/15/2015,3/31/2015,3/31/2015,,IGF::OT::IGF  PS02 IS ISSUED TO EXTEND PERIOD OF PERFORMANCE TO 3/31/2015. NO OTHER CHANGES.,"ALEUT FACILITIES SUPPORT SERVICES, LLC",,5540 TECH CENTER DR,,,COLORADO SPRINGS,CO,809192331,UNITED STATES,CO,5,179288647,20256798,7192644314,7192189786,01/27/2005,04/18/2013,ALEUT CORPORATION  THE,CA: CALIFORNIA,LOS ANGELES,CA: CALIFORNIA,USA: UNITED STATES,900243602,CA33,CA33,Z2AA: REPAIR OR ALTERATION OF OFFICE BUILDINGS,2015,B: NOT AVAILABLE FOR COMPETITION,OTH: AUTHORIZED BY STATUTE,1,SSS: ONLY ONE SOURCE,8AN: 8(A) SOLE SOURCE ,N,129,20063110,Y,N,N,N,Y,N,N,N,N,N,N,N: No,X,N,N,1/15/2015
Active,24921.07,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00256P: 256P-NETWORK CONTRACT OFFICE 16 PROSTHETICS,00580P: 580P-HOUSTON PROSTHETICS,,10/7/2014,10/7/2014,10/8/2014,10/31/2014,,IMPLANT,BUFFALO SUPPLY INC,,1650 COAL CREEK DR STE A,,,LAFAYETTE,CO,800268867,UNITED STATES,CO,2,109070714,109070714,3036666333,3036668518,04/09/2002,04/22/2011,BUFFALO SUPPLY INC,CO: COLORADO,LAFAYETTE,CO: COLORADO,USA: UNITED STATES,800268867,CO02,CO02,"6515: MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",2015,A: FULL AND OPEN COMPETITION,,1,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,15,65000000,N,N,Y,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/26/2015
Active,-13122.26,"7000: HOMELAND SECURITY, DEPARTMENT OF",FPSD1: FPS EAST CCG DIVISION 1,SCNP: DIRECTORATE FOR NATIONAL PROTECTION AND PROGRAMS,,1/16/2015,1/16/2015,9/30/2012,2/15/2015,,CRITICAL FUNCTIONS GUARD SERVICES CT,C & D SECURITY MGMT INC,,306 DELAWARE DR STE 2,,,COLORADO SPRINGS,CO,809096647,UNITED STATES,CO,5,28527591,28527591,,,08/14/2001,08/01/2009,C & D SECURITY MGMT INC,CT: CONNECTICUT,WETHERSFIELD,CT: CONNECTICUT,USA: UNITED STATES,61615026,CT01,CT01,S206: HOUSEKEEPING- GUARD,2015,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SO,,18,NP: NEGOTIATED PROPOSAL/QUOTE,SBA: SMALL BUSINESS SET ASIDE - TOTAL,N,638,16694915,N,N,Y,N,N,N,N,N,N,N,N,X: Not Applicable,Y,X,N,1/26/2015
Active,80800,"1400: INTERIOR, DEPARTMENT OF THE",UT060: UT-MOAB FIELD OFFICE,UT060: UT-MOAB FIELD OFFICE,,1/16/2015,1/16/2015,2/27/2015,2/27/2015,,CRUSHED AGGREGATE BASE COURSE MATERIAL - DELIVERED TO FISHER TOWERS ROAD,COAL BED CREEK CONSTRUCTION INC,,03037 COUNTY RD 2,,,DOVE CREEK,CO,813249438,UNITED STATES,CO,3,169613044,169613044,9706772797,9706773797,03/19/2003,01/12/2016,COAL BED CREEK CONSTRUCTION INC,UT: UTAH,MOAB,UT: UTAH,USA: UNITED STATES,845329999,UT03,UT03,"5610: MINERAL CONSTRUCTION MATERIALS, BULK",2015,F: COMPETED UNDER SAP,,15,SP1: SIMPLIFIED ACQUISITION,SBA: SMALL BUSINESS SET ASIDE - TOTAL,N,8,1200000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/16/2015
Active,0,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,LARC0: LANGLEY RESEARCH CENTER,LARC0: LANGLEY RESEARCH CENTER,,1/15/2015,1/15/2015,3/31/2015,3/31/2015,,IGF::OT::IGF REVOLUTIONARY AVIATION TECHNOLOGY PROGRAM - CONTRACT WITH ELECTRIC PROPULSION LABORATORY FOR THE NASA LANGLEY REVOLUTIONARY AVIATION TECHNOLOGY BRANCH.  THE SOW IS KEPT IN A SECURE FACILITY.,"ELECTRIC PROPULSION LABORATORY, INC.",,1040 SYNTHES AVE,,,MONUMENT,CO,801328173,UNITED STATES,CO,5,161173117,161173117,7194814411,7194819703,04/01/2002,08/13/2014,ELECTRIC PROPULSION LABORATORY  INC.,CO: COLORADO,MONUMENT,CO: COLORADO,USA: UNITED STATES,801328173,CO05,CO05,AR13: R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT),2015,C: NOT COMPETED,ONE: ONLY ONE SOURCE - OTHER ,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,15,3178149,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/16/2015
Active,2349704.7,"1400: INTERIOR, DEPARTMENT OF THE",00016: CENTRAL OFFICE,00016: CENTRAL OFFICE,,1/4/2015,1/4/2015,7/3/2015,7/3/2015,,IGF::OT::IGF,"MANAGED BUSINESS SOLUTIONS, LLC",MBS,12325 ORACLE BLVD STE 200,,,COLORADO SPRINGS,CO,809213765,UNITED STATES,CO,5,959272030,78199049,7193143414,7193143499,02/19/2004,10/30/2010,SEALASKA CORPORATION,CO: COLORADO,COLORADO SPRINGS,CO: COLORADO,USA: UNITED STATES,809213765,CO05,CO05,R699: SUPPORT- ADMINISTRATIVE: OTHER,2015,B: NOT AVAILABLE FOR COMPETITION,OTH: AUTHORIZED BY STATUTE,1,NP: NEGOTIATED PROPOSAL/QUOTE,8AN: 8(A) SOLE SOURCE ,N,204,20502382,N,N,N,N,Y,N,N,N,N,N,N,N: No,Y,N,N,1/16/2015
Active,0,4700: GENERAL SERVICES ADMINISTRATION,JA000: GSA/PBS/DENVER FEDERAL CENTER SERVICE DIVISION,JA000: GSA/PBS/DENVER FEDERAL CENTER SERVICE DIVISION,,10/30/2014,10/20/2014,3/17/2015,3/17/2015,,IGF::OT::IGF  MODIFICATION TO INCORPORATE THE EXISTING FURNITURE PLAN INTO THE CONTRACT.,"BETANCE ENTERPRISES, INC.",,7310 SOUTH ALTON WAY SUITE 6E,,,CENTENNIAL,CO,801122334,UNITED STATES,CO,6,78676114,78676114,9093221592,9513463410,11/15/2012,09/12/2015,BETANCE ENTERPRISES  INC.,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802250546,CO07,CO07,Z2AA: REPAIR OR ALTERATION OF OFFICE BUILDINGS,2015,B: NOT AVAILABLE FOR COMPETITION,OTH: AUTHORIZED BY STATUTE,1,SSS: ONLY ONE SOURCE,8AN: 8(A) SOLE SOURCE ,N,25,11500000,Y,N,N,Y,Y,N,N,N,N,N,N,X: Not Applicable,X,Y,N,11/7/2014
Active,10455,"7000: HOMELAND SECURITY, DEPARTMENT OF",00040: SFLC PROCUREMENT BRANCH 3,00085: SFLC PROCUREMENT BRANCH 2,,1/20/2015,1/8/2015,4/15/2015,4/15/2015,,"CHANGE LINE ITEM #1A TO READ 1 EACH AT $17,955.00, NSN 4320 01-515-8684, P/N P46P-04D-103-2R03-1E16. IGF::OT::IGF","JORDAN INVESTMENTS, INC.",ROCKY MOUNTAIN HYDROSTATICS,25400 E 152ND AVE,,,BRIGHTON,CO,806038326,UNITED STATES,CO,6,787223478,787223478,3036370500,3036370994,12/12/2001,10/24/2015,JORDAN INVESTMENTS  INC.,CO: COLORADO,BRIGHTON,CO: COLORADO,USA: UNITED STATES,806038326,CO06,CO06,J020: MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT,2015,F: COMPETED UNDER SAP,,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,14,3000000,N,N,Y,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/20/2015
Active,11264.77,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00243: 243-NETWORK CONTRACTING OFFICE 03,00243: 243-NETWORK CONTRACTING OFFICE 03,,12/12/2014,12/12/2014,12/12/2014,12/12/2014,,PROSTHETICS PENILE.,BUFFALO SUPPLY INC,,1650 COAL CREEK DR STE A,,,LAFAYETTE,CO,800268867,UNITED STATES,CO,2,109070714,109070714,8003661812,8007679327,04/09/2002,09/17/2015,BUFFALO SUPPLY INC,CO: COLORADO,LAFAYETTE,CO: COLORADO,USA: UNITED STATES,800268867,CO02,CO02,"6515: MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",2015,G: NOT COMPETED UNDER SAP,SP2: SAP NON-COMPETITION,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,20,31200167,N,N,N,N,N,N,N,N,N,N,N,N: No,X,X,N,1/20/2015
Active,269.4,9700: DEPT OF DEFENSE,W911RX: W6QM MICC-FT RILEY,W55RN3: W0VM USAG PUBLIC WORKS    PB00,,10/21/2014,10/21/2014,10/25/2014,10/25/2014,,IGF::OT::IGF PORTABLE LATRINE - HAND WASH SRV.,"MAJOR CONTRACTING SERVICES, INC.",MCS PORTABLE REST ROOM SVCS,1309 E CHEYENNE RD,,,COLORADO SPRINGS,CO,809052831,UNITED STATES,CO,5,807931753,807931753,7193910176,7193913764,01/10/2002,07/29/2015,MAJOR CONTRACTING SERVICES  INC.,KS: KANSAS,FORT RILEY,KS: KANSAS,USA: UNITED STATES,664420001,KS01,KS01,S299: HOUSEKEEPING- OTHER,2015,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SO,,4,SB: SEALED BID,SBA: SMALL BUSINESS SET ASIDE - TOTAL,N,35,3500000,N,N,N,Y,N,N,N,N,N,N,N,N: No,Y,N,N,10/21/2014
Active,0,9700: DEPT OF DEFENSE,HC1028: IT CONTRACTING DIVISION - PL83,HC1039: DEFENSE INFORMATION SYSTEMS AGENCY,,10/20/2014,10/20/2014,10/13/2014,10/13/2014,,EQUIPMENT/MATERIALS,"COUNTERTRADE PRODUCTS, INC.",,7585 W 66TH AVE,,,ARVADA,CO,800033969,UNITED STATES,CO,7,144293636,144293636,3034249710,3034218225,10/24/2001,04/09/2011,COUNTERTRADE PRODUCTS  INC.,VA: VIRGINIA,ASHBURN,VA: VIRGINIA,USA: UNITED STATES,201476052,VA10,VA10,7035: ADP SUPPORT EQUIPMENT,2015,A: FULL AND OPEN COMPETITION,,2,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SBA: SMALL BUSINESS SET ASIDE - TOTAL,N,48,74000000,N,N,Y,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,10/20/2014
Active,0,"1400: INTERIOR, DEPARTMENT OF THE",00004: NBC ACQUISITION SERVICES DIRECTORATE,00003: OFFICE OF THE CHIEF INFORMATION OFFICER,,1/25/2015,1/25/2015,8/23/2014,8/23/2014,,DELL EMC MAINTENANCE AND SUPPORT FOR DOI OCIO,"COUNTERTRADE PRODUCTS, INC.",,7585 W 66TH AVE,,,ARVADA,CO,800033969,UNITED STATES,CO,7,144293636,144293636,3034249710,3034218225,10/24/2001,04/09/2011,COUNTERTRADE PRODUCTS  INC.,CO: COLORADO,ARVADA,CO: COLORADO,USA: UNITED STATES,800033969,CO07,CO07,7025: ADP INPUT/OUTPUT AND STORAGE DEVICES,2015,A: FULL AND OPEN COMPETITION,,1,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,48,74000000,N,N,Y,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/25/2015
Active,19980,2800: SOCIAL SECURITY ADMINISTRATION,00600: SOCIAL SECURITY ADMINISTRATION,00600: SOCIAL SECURITY ADMINISTRATION,,1/15/2015,1/15/2015,12/31/2015,12/31/2015,,IGF::CL::IGF    CLOSELY ASSOCIATED - REGIONAL MEDICAL CONTRACTOR SERVICES FOR REGION 8,"SUSMAN, MORRIS H",,280 MADISON ST,,,DENVER,CO,802065407,UNITED STATES,CO,1,621475214,621475214,3033338147,3033336929,03/24/2006,01/19/2011,SUSMAN  MORRIS H,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802946000,CO01,CO01,Q526: MEDICAL- MEDICAL/PSYCHIATRIC CONSULTATION,2015,F: COMPETED UNDER SAP,,1,SP1: SIMPLIFIED ACQUISITION,SBA: SMALL BUSINESS SET ASIDE - TOTAL,Y,1,30000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/15/2015
Active,9118.8,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00259P: 259P-NETWORK CONTRACT OFFICE 19 PROSTHETICS,00436: 436-FORT HARRISON,,2/18/2015,2/18/2015,3/27/2015,4/24/2015,,PROSTHETIC REPAIR,"ORTHOTIC PROSTHETIC SOLUTIONS, LLC",,1015 ROBERTSON ST,,,FORT COLLINS,CO,805243926,UNITED STATES,CO,2,89461250,89461250,9704848388,9704198870,05/01/2006,05/20/2015,ORTHOTIC PROSTHETIC SOLUTIONS  LLC,MT: MONTANA,FORT HARRISON,MT: MONTANA,USA: UNITED STATES,596361500,MT00,MT00,"6515: MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",2015,C: NOT COMPETED,ONE: ONLY ONE SOURCE - OTHER ,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,20,5000000,N,N,N,N,N,N,N,N,N,N,N,N: No,N,N,N,2/18/2015
Active,1850,9700: DEPT OF DEFENSE,W911SG: W6QM MICC-FT BLISS,W90QZQ: 0001 IN HHC 01 HEADQUARTERS AN,,10/27/2014,10/27/2014,11/7/2014,11/7/2014,,ADDITIONAL RELOCATION ALLOWED,"MAJOR CONTRACTING SERVICES, INC.",MCS PORTABLE REST ROOM SVCS,1309 E CHEYENNE RD,,,COLORADO SPRINGS,CO,809052831,UNITED STATES,CO,5,807931753,807931753,7193910176,7193913764,01/10/2002,02/24/2015,MAJOR CONTRACTING SERVICES  INC.,TX: TEXAS,FORT BLISS,TX: TEXAS,USA: UNITED STATES,799166805,TX16,TX16,S205: HOUSEKEEPING- TRASH/GARBAGE COLLECTION,2015,F: COMPETED UNDER SAP,,2,SP1: SIMPLIFIED ACQUISITION,SBA: SMALL BUSINESS SET ASIDE - TOTAL,N,35,3500000,N,N,N,Y,N,N,N,N,N,N,N,X: Not Applicable,Y,X,N,10/27/2014
Active,18605.56,9700: DEPT OF DEFENSE,N68836: NAVSUP FLT LOG CTR JACKSONVILLE,N53831: FLEET LOGISTICS SUPPORT WING,,11/19/2014,11/19/2014,9/30/2015,9/30/2015,,"REVISION SERVICE-28 DAYS, ANNUAL","JEPPESEN SANDERSON, INC.",JEPPESEN A BOEING COMPANY,55 INVERNESS DR E,,,ENGLEWOOD,CO,801125412,UNITED STATES,CO,6,7061062,9256819,3033286127,3033284113,07/31/2001,10/24/2015,THE BOEING COMPANY,CO: COLORADO,ENGLEWOOD,CO: COLORADO,USA: UNITED STATES,801125412,CO06,CO06,7030: ADP SOFTWARE,2015,G: NOT COMPETED UNDER SAP,SP2: SAP NON-COMPETITION,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,3200,2000000000,N,N,N,N,N,N,N,N,N,N,N,N: No,N,N,N,11/19/2014
Active,12780,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00246: 246-NETWORK CONTRACTING OFFICE 6,00246: 246-NETWORK CONTRACTING OFFICE 6,,1/21/2015,1/21/2015,1/23/2015,1/23/2015,,EMERGENCY REQUEST FOR ASPIRATION KIT,"TERUMO BCT, INC.",,10811 W COLLINS AVE,,,LAKEWOOD,CO,802154440,UNITED STATES,CO,7,801679200,690543319,3035425389,3038769136,04/19/2002,04/14/2015,INDAP SWEDEN AB,CO: COLORADO,LAKEWOOD,CO: COLORADO,USA: UNITED STATES,802154440,CO07,CO07,"6515: MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",2015,F: COMPETED UNDER SAP,,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,2747,500000000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/21/2015
Active,588.9,4700: GENERAL SERVICES ADMINISTRATION,BP000: GSA/FAS ASSISTED AND EXPANDED ACQUISITION (R08),BP000: GSA/FAS ASSISTED AND EXPANDED ACQUISITION (R08),,1/20/2015,1/20/2015,9/30/2015,12/31/2018,,IGF::OT::IGF FOR OTHER FUNCTIONS. TELECOMMUNICATION SERVICES. TELECOMMUNICATIONS SERVICES THROUGH 9/30/2015 AND INSTALLATION IS REQUIRED WITHIN FIVE DAYS OF THE AWARD DATE. TOPS ORDER.,"QWEST GOVERNMENT SERVICES, INC",CENTURYLINK QGS,1801 CALIFORNIA ST STE 740A,,,DENVER,CO,802022028,UNITED STATES,CO,1,362286288,50911668,7033638844,7033633378,07/13/2001,05/05/2015,QWEST GOVERNMENT SERVICES  INC,MT: MONTANA,HELENA,MT: MONTANA,USA: UNITED STATES,596028301,MT00,MT00,R499: SUPPORT- PROFESSIONAL: OTHER,2015,A: FULL AND OPEN COMPETITION,,3,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,30000,12999999488,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/22/2015
Active,-27888.06,"6900: TRANSPORTATION, DEPARTMENT OF",00068: CENTRAL FEDERAL LANDS HIGHWAY DIVISION,00068: CENTRAL FEDERAL LANDS HIGHWAY DIVISION,,1/20/2015,1/20/2015,11/30/2013,11/30/2013,,IGF::OT::IGF  CONSTRUCTION INSPECTION SERVICES FOR CA PRA GOGA 104(1) 105(2) BUNKER AND MITCHELL W/YEH (ALLEN),"YEH AND ASSOCIATES, INC",,5700 E EVANS AVE,,,DENVER,CO,802225305,UNITED STATES,CO,1,102969982,102969982,3037819590,3037819583,06/03/2003,03/19/2013,YEH AND ASSOCIATES  INC,CO: COLORADO,LAKEWOOD,CO: COLORADO,USA: UNITED STATES,802285500,CO07,CO07,C213: ARCHITECT AND ENGINEERING- GENERAL: INSPECTION (NON-CONSTRUCTION),2015,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SO,,10,AE: ARCHITECT-ENGINEER FAR 6.102,SBA: SMALL BUSINESS SET ASIDE - TOTAL,N,68,10694141,Y,N,N,N,Y,N,N,N,N,N,N,N: No,Y,N,N,1/21/2015
Active,205207.91,"6900: TRANSPORTATION, DEPARTMENT OF",00068: CENTRAL FEDERAL LANDS HIGHWAY DIVISION,00068: CENTRAL FEDERAL LANDS HIGHWAY DIVISION,,1/15/2015,12/12/2014,4/9/2015,4/9/2015,,IGF::CT::IGF FY 2013 CONTRACTOR SERVICES FOR PRIMAVERA MULTI-PROJECT SCHEDULING SYSTEM ADMINISTRATION AND SUPPORT FOR CONTRACT,"A.S.L. MANAGEMENT, INC",,3113 COLGATE DR,,,LONGMONT,CO,805032206,UNITED STATES,CO,4,800468360,800468360,3037720320,3036516684,06/08/2007,11/28/2013,A.S.L. MANAGEMENT  INC,CO: COLORADO,LAKEWOOD,CO: COLORADO,USA: UNITED STATES,802282583,CO07,CO07,D302: IT AND TELECOM- SYSTEMS DEVELOPMENT,2015,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SO,,8,NP: NEGOTIATED PROPOSAL/QUOTE,SBA: SMALL BUSINESS SET ASIDE - TOTAL,N,4,1500000,N,N,Y,N,N,N,N,Y,N,N,N,N: No,Y,N,N,1/21/2015
Active,117849.6,9700: DEPT OF DEFENSE,FA4610: FA4610  30 CONS LGC,F4D4A1: 30 MDG SGSL,,10/1/2014,10/1/2014,9/30/2015,9/30/2015,,OPTION YEAR 2,MATRIX PROVIDERS INC.,,965 BEND IN THE TRAIL RD STE 1,,,MONUMENT,CO,801328023,UNITED STATES,CO,5,962713736,962713736,3037481583,3037481583,06/08/2010,07/27/2012,MATRIX PROVIDERS INC.,CA: CALIFORNIA,LOMPOC,CA: CALIFORNIA,USA: UNITED STATES,934360400,CA24,CA24,Q201: MEDICAL- GENERAL HEALTH CARE,2015,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SO,,18,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SBA: SMALL BUSINESS SET ASIDE - TOTAL,N,2,1000000,N,N,N,Y,N,N,N,N,N,N,N,X: Not Applicable,Y,X,N,10/1/2014
Active,28091,2800: SOCIAL SECURITY ADMINISTRATION,00600: SOCIAL SECURITY ADMINISTRATION,00600: SOCIAL SECURITY ADMINISTRATION,,2/13/2015,2/13/2015,9/2/2015,9/2/2015,,ADMINISTRATIVE LAW JUDGE BACKGROUND INVESTIGATIONS  IGF::CL::IGF,"KEYPOINT GOVERNMENT SOLUTIONS, INC.",,1750 FOXTRAIL DR,,,LOVELAND,CO,805384424,UNITED STATES,CO,2,152867235,160610809,7036085268,9706246984,07/13/2004,12/15/2010,VERITAS CAPITAL FUND II  L.P.,CO: COLORADO,LOVELAND,CO: COLORADO,USA: UNITED STATES,805384424,CO02,CO02,R418: SUPPORT- PROFESSIONAL: LEGAL,2015,F: COMPETED UNDER SAP,,9,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,425,65000000,N,N,N,N,N,N,N,N,N,N,N,N: No,N,N,N,2/13/2015
Active,6325.8,9700: DEPT OF DEFENSE,SPE7M0: DLA LAND AND MARITIME,SPE7M0: DLA LAND AND MARITIME,,11/14/2014,11/14/2014,1/13/2015,1/13/2015,,"8501562873!HOSE ASSEMBLY,METAL","CHART, INC.",,5975 WASHINGTON ST,,,DENVER,CO,802161350,UNITED STATES,CO,7,798639394,796093458,3033087812,3032952207,02/13/2002,09/09/2015,CHART INDUSTRIES  INC.,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802161350,CO07,CO07,4720: HOSE AND FLEXIBLE TUBING,2015,F: COMPETED UNDER SAP,,13,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,3500,800000000,N,N,N,N,N,N,N,N,N,N,N,N: No,X,X,N,11/15/2014
Active,0,9700: DEPT OF DEFENSE,W81XWH: W4PZ USA MED RSCH ACQUIS ACT,W806YH: W4QF USA MMDA,,11/14/2014,11/13/2014,6/3/2018,6/3/2018,,PWS TASK 2.2.3,"TERUMO BCT BIOTECHNOLOGIES, LLC",,1215 QUAIL ST,,,LAKEWOOD,CO,802154419,UNITED STATES,CO,7,117807375,690543319,3032052475,3032314011,12/08/2003,05/08/2014,INDAP SWEDEN AB,CO: COLORADO,LAKEWOOD,CO: COLORADO,USA: UNITED STATES,802154419,CO07,CO07,AN92: R&D- MEDICAL: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2015,C: NOT COMPETED,ONE: ONLY ONE SOURCE - OTHER ,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,2000,618400000,N,N,N,N,N,N,N,N,N,N,N,N: No,N,N,N,11/14/2014
Active,14142.45,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00260P: NCO 20 PROSTHETICS,00260P: NCO 20 PROSTHETICS,,2/11/2015,2/11/2015,2/11/2015,8/11/2015,,SURGICAL IMPLANT,BUFFALO SUPPLY INC,,1650 COAL CREEK DR STE A,,,LAFAYETTE,CO,800268867,UNITED STATES,CO,2,109070714,109070714,8003661812,8007679327,04/09/2002,01/30/2016,BUFFALO SUPPLY INC,CO: COLORADO,LAFAYETTE,CO: COLORADO,USA: UNITED STATES,800268867,CO02,CO02,"6515: MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",2015,G: NOT COMPETED UNDER SAP,SP2: SAP NON-COMPETITION,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,20,38759668,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,2/11/2015
